dataset,baseline_type,alpha,repeat,planned_query_start,planned_query_end,actual_query_start,actual_query_end,query_lat_min,query_lat_max,query_lon_min,query_lon_max,baseline_temporal_window_seconds,baseline_lat_window,baseline_lon_window,scaled_temporal_window_seconds,scaled_lat_window,scaled_lon_window,temporal_window_hours,lat_window_size,lon_window_size,time_clamped,lat_clamped,lon_clamped,was_clamped,unclamped_query_start,unclamped_query_end,unclamped_query_lat_min,unclamped_query_lat_max,unclamped_query_lon_min,unclamped_query_lon_max,actual_temporal_scaling_factor,true_result_size,selectivity,query_center_lat,query_center_lon,query_center_ts,center_cell_count,tree_count_touched,bucket_ids,day_count_spanned,is_intra_tree,is_cross_tree,is_intra_day,is_cross_day,requested_max_alpha,actual_max_intra_tree_alpha,intra_tree_alpha16_crossed,selection_policy
foursquare,intra_tree,1,9,2012-05-31 12:46:17+00,2012-05-31 13:46:17+00,2012-05-31 12:46:17+00,2012-05-31 13:46:17+00,35.69088182,35.69986494,139.77447702,139.78553818,3600.000000,0.0089831117,0.0110611658,3600.000000,0.0089831117,0.0110611658,1.000000,0.0089831117,0.0110611658,0,0,0,0,2012-05-31 12:46:17+00,2012-05-31 13:46:17+00,35.69088182,35.69986494,139.77447702,139.78553818,1.000000,1,0.0000020000,35.69537338,139.78000760,2012-05-31 13:16:17+00,26517,1,86,1,1,0,1,0,16,45,0,adaptive bucket interior; alpha=16 time window kept within one tree when possible; 1km baseline spatial window
foursquare,intra_tree,2,9,2012-05-31 12:16:17+00,2012-05-31 14:16:17+00,2012-05-31 12:16:17+00,2012-05-31 14:16:17+00,35.68639027,35.70435649,139.76894643,139.79106877,3600.000000,0.0089831117,0.0110611658,7200.000000,0.0179662235,0.0221223317,2.000000,0.0179662235,0.0221223317,0,0,0,0,2012-05-31 12:16:17+00,2012-05-31 14:16:17+00,35.68639027,35.70435649,139.76894643,139.79106877,2.000000,16,0.0000320000,35.69537338,139.78000760,2012-05-31 13:16:17+00,26517,1,86,1,1,0,1,0,16,45,0,adaptive bucket interior; alpha=16 time window kept within one tree when possible; 1km baseline spatial window
foursquare,intra_tree,4,9,2012-05-31 11:16:17+00,2012-05-31 15:16:17+00,2012-05-31 11:16:17+00,2012-05-31 15:16:17+00,35.67740716,35.71333960,139.75788527,139.80212993,3600.000000,0.0089831117,0.0110611658,14400.000000,0.0359324470,0.0442446634,4.000000,0.0359324470,0.0442446634,0,0,0,0,2012-05-31 11:16:17+00,2012-05-31 15:16:17+00,35.67740716,35.71333960,139.75788527,139.80212993,4.000000,42,0.0000840000,35.69537338,139.78000760,2012-05-31 13:16:17+00,26517,1,86,1,1,0,1,0,16,45,0,adaptive bucket interior; alpha=16 time window kept within one tree when possible; 1km baseline spatial window
foursquare,intra_tree,8,9,2012-05-31 09:16:17+00,2012-05-31 17:16:17+00,2012-05-31 09:16:17+00,2012-05-31 17:16:17+00,35.65944093,35.73130583,139.73576294,139.82425226,3600.000000,0.0089831117,0.0110611658,28800.000000,0.0718648940,0.0884893267,8.000000,0.0718648940,0.0884893267,0,0,0,0,2012-05-31 09:16:17+00,2012-05-31 17:16:17+00,35.65944093,35.73130583,139.73576294,139.82425226,8.000000,79,0.0001580000,35.69537338,139.78000760,2012-05-31 13:16:17+00,26517,1,86,1,1,0,1,0,16,45,0,adaptive bucket interior; alpha=16 time window kept within one tree when possible; 1km baseline spatial window
foursquare,intra_tree,16,9,2012-05-31 05:16:17+00,2012-05-31 21:16:17+00,2012-05-31 05:16:17+00,2012-05-31 21:16:17+00,35.62350849,35.76723827,139.69151827,139.86849693,3600.000000,0.0089831117,0.0110611658,57600.000000,0.1437297880,0.1769786535,16.000000,0.1437297880,0.1769786535,0,0,0,0,2012-05-31 05:16:17+00,2012-05-31 21:16:17+00,35.62350849,35.76723827,139.69151827,139.86849693,16.000000,231,0.0004620000,35.69537338,139.78000760,2012-05-31 13:16:17+00,26517,1,86,1,1,0,1,0,16,45,0,adaptive bucket interior; alpha=16 time window kept within one tree when possible; 1km baseline spatial window
foursquare,intra_tree,1,10,2012-10-17 13:17:54+00,2012-10-17 14:17:54+00,2012-10-17 13:17:54+00,2012-10-17 14:17:54+00,35.69358069,35.70256381,139.76994923,139.78101077,3600.000000,0.0089831117,0.0110615402,3600.000000,0.0089831117,0.0110615402,1.000000,0.0089831117,0.0110615402,0,0,0,0,2012-10-17 13:17:54+00,2012-10-17 14:17:54+00,35.69358069,35.70256381,139.76994923,139.78101077,1.000000,4,0.0000080000,35.69807225,139.77548000,2012-10-17 13:47:54+00,26517,1,173,1,1,0,1,0,16,44,0,adaptive bucket interior; alpha=16 time window kept within one tree when possible; 1km baseline spatial window
foursquare,intra_tree,2,10,2012-10-17 12:47:54+00,2012-10-17 14:47:54+00,2012-10-17 12:47:54+00,2012-10-17 14:47:54+00,35.68908914,35.70705536,139.76441846,139.78654154,3600.000000,0.0089831117,0.0110615402,7200.000000,0.0179662235,0.0221230804,2.000000,0.0179662235,0.0221230804,0,0,0,0,2012-10-17 12:47:54+00,2012-10-17 14:47:54+00,35.68908914,35.70705536,139.76441846,139.78654154,2.000000,10,0.0000200000,35.69807225,139.77548000,2012-10-17 13:47:54+00,26517,1,173,1,1,0,1,0,16,44,0,adaptive bucket interior; alpha=16 time window kept within one tree when possible; 1km baseline spatial window
foursquare,intra_tree,4,10,2012-10-17 11:47:54+00,2012-10-17 15:47:54+00,2012-10-17 11:47:54+00,2012-10-17 15:47:54+00,35.68010603,35.71603847,139.75335692,139.79760308,3600.000000,0.0089831117,0.0110615402,14400.000000,0.0359324470,0.0442461608,4.000000,0.0359324470,0.0442461608,0,0,0,0,2012-10-17 11:47:54+00,2012-10-17 15:47:54+00,35.68010603,35.71603847,139.75335692,139.79760308,4.000000,37,0.0000740000,35.69807225,139.77548000,2012-10-17 13:47:54+00,26517,1,173,1,1,0,1,0,16,44,0,adaptive bucket interior; alpha=16 time window kept within one tree when possible; 1km baseline spatial window
foursquare,intra_tree,8,10,2012-10-17 09:47:54+00,2012-10-17 17:47:54+00,2012-10-17 09:47:54+00,2012-10-17 17:47:54+00,35.66213980,35.73400470,139.73123384,139.81972616,3600.000000,0.0089831117,0.0110615402,28800.000000,0.0718648940,0.0884923216,8.000000,0.0718648940,0.0884923216,0,0,0,0,2012-10-17 09:47:54+00,2012-10-17 17:47:54+00,35.66213980,35.73400470,139.73123384,139.81972616,8.000000,201,0.0004020000,35.69807225,139.77548000,2012-10-17 13:47:54+00,26517,1,173,1,1,0,1,0,16,44,0,adaptive bucket interior; alpha=16 time window kept within one tree when possible; 1km baseline spatial window
foursquare,intra_tree,16,10,2012-10-17 05:47:54+00,2012-10-17 21:47:54+00,2012-10-17 05:47:54+00,2012-10-17 21:47:54+00,35.62620736,35.76993714,139.68698768,139.86397232,3600.000000,0.0089831117,0.0110615402,57600.000000,0.1437297880,0.1769846432,16.000000,0.1437297880,0.1769846432,0,0,0,0,2012-10-17 05:47:54+00,2012-10-17 21:47:54+00,35.62620736,35.76993714,139.68698768,139.86397232,16.000000,759,0.0015180000,35.69807225,139.77548000,2012-10-17 13:47:54+00,26517,1,173,1,1,0,1,0,16,44,0,adaptive bucket interior; alpha=16 time window kept within one tree when possible; 1km baseline spatial window
foursquare,cross_tree,1,1,2012-05-12 08:39:59+00,2012-05-12 10:39:59+00,2012-05-12 08:39:59+00,2012-05-12 10:39:59+00,35.69410464,35.70308776,139.76748739,139.77854901,7200.000000,0.0089831117,0.0110616129,7200.000000,0.0089831117,0.0110616129,2.000000,0.0089831117,0.0110616129,0,0,0,0,2012-05-12 08:39:59+00,2012-05-12 10:39:59+00,35.69410464,35.70308776,139.76748739,139.77854901,1.000000,86,0.0001720000,35.69859620,139.77301820,2012-05-12 09:39:59+00,26517,2,55;56,1,0,1,1,0,16,,0,adaptive bucket boundary; alpha=1 crosses at least two trees; 1km baseline spatial window
foursquare,cross_tree,2,1,2012-05-12 07:39:59+00,2012-05-12 11:39:59+00,2012-05-12 07:39:59+00,2012-05-12 11:39:59+00,35.68961309,35.70757931,139.76195659,139.78407981,7200.000000,0.0089831117,0.0110616129,14400.000000,0.0179662235,0.0221232258,4.000000,0.0179662235,0.0221232258,0,0,0,0,2012-05-12 07:39:59+00,2012-05-12 11:39:59+00,35.68961309,35.70757931,139.76195659,139.78407981,2.000000,193,0.0003860000,35.69859620,139.77301820,2012-05-12 09:39:59+00,26517,2,55;56,1,0,1,1,0,16,,0,adaptive bucket boundary; alpha=1 crosses at least two trees; 1km baseline spatial window
foursquare,cross_tree,4,1,2012-05-12 05:39:59+00,2012-05-12 13:39:59+00,2012-05-12 05:39:59+00,2012-05-12 13:39:59+00,35.68062998,35.71656242,139.75089497,139.79514143,7200.000000,0.0089831117,0.0110616129,28800.000000,0.0359324470,0.0442464515,8.000000,0.0359324470,0.0442464515,0,0,0,0,2012-05-12 05:39:59+00,2012-05-12 13:39:59+00,35.68062998,35.71656242,139.75089497,139.79514143,4.000000,512,0.0010240000,35.69859620,139.77301820,2012-05-12 09:39:59+00,26517,2,55;56,1,0,1,1,0,16,,0,adaptive bucket boundary; alpha=1 crosses at least two trees; 1km baseline spatial window
foursquare,cross_tree,8,1,2012-05-12 01:39:59+00,2012-05-12 17:39:59+00,2012-05-12 01:39:59+00,2012-05-12 17:39:59+00,35.66266375,35.73452865,139.72877175,139.81726465,7200.000000,0.0089831117,0.0110616129,57600.000000,0.0718648940,0.0884929030,16.000000,0.0718648940,0.0884929030,0,0,0,0,2012-05-12 01:39:59+00,2012-05-12 17:39:59+00,35.66266375,35.73452865,139.72877175,139.81726465,8.000000,1206,0.0024120000,35.69859620,139.77301820,2012-05-12 09:39:59+00,26517,3,54;55;56,1,0,1,1,0,16,,0,adaptive bucket boundary; alpha=1 crosses at least two trees; 1km baseline spatial window
foursquare,cross_tree,16,1,2012-05-11 17:39:59+00,2012-05-13 01:39:59+00,2012-05-11 17:39:59+00,2012-05-13 01:39:59+00,35.62673131,35.77046109,139.68452530,139.86151110,7200.000000,0.0089831117,0.0110616129,115200.000000,0.1437297880,0.1769858061,32.000000,0.1437297880,0.1769858061,0,0,0,0,2012-05-11 17:39:59+00,2012-05-13 01:39:59+00,35.62673131,35.77046109,139.68452530,139.86151110,16.000000,3129,0.0062580000,35.69859620,139.77301820,2012-05-12 09:39:59+00,26517,3,54;55;56,3,0,1,0,1,16,,0,adaptive bucket boundary; alpha=1 crosses at least two trees; 1km baseline spatial window
foursquare,cross_tree,1,2,2012-08-05 09:40:02+00,2012-08-05 11:40:02+00,2012-08-05 09:40:02+00,2012-08-05 11:40:02+00,35.69410464,35.70308776,139.76748739,139.77854901,7200.000000,0.0089831117,0.0110616129,7200.000000,0.0089831117,0.0110616129,2.000000,0.0089831117,0.0110616129,0,0,0,0,2012-08-05 09:40:02+00,2012-08-05 11:40:02+00,35.69410464,35.70308776,139.76748739,139.77854901,1.000000,66,0.0001320000,35.69859620,139.77301820,2012-08-05 10:40:02+00,26517,2,149;150,1,0,1,1,0,16,,0,adaptive bucket boundary; alpha=1 crosses at least two trees; 1km baseline spatial window
foursquare,cross_tree,2,2,2012-08-05 08:40:02+00,2012-08-05 12:40:02+00,2012-08-05 08:40:02+00,2012-08-05 12:40:02+00,35.68961309,35.70757931,139.76195659,139.78407981,7200.000000,0.0089831117,0.0110616129,14400.000000,0.0179662235,0.0221232258,4.000000,0.0179662235,0.0221232258,0,0,0,0,2012-08-05 08:40:02+00,2012-08-05 12:40:02+00,35.68961309,35.70757931,139.76195659,139.78407981,2.000000,122,0.0002440000,35.69859620,139.77301820,2012-08-05 10:40:02+00,26517,2,149;150,1,0,1,1,0,16,,0,adaptive bucket boundary; alpha=1 crosses at least two trees; 1km baseline spatial window
foursquare,cross_tree,4,2,2012-08-05 06:40:02+00,2012-08-05 14:40:02+00,2012-08-05 06:40:02+00,2012-08-05 14:40:02+00,35.68062998,35.71656242,139.75089497,139.79514143,7200.000000,0.0089831117,0.0110616129,28800.000000,0.0359324470,0.0442464515,8.000000,0.0359324470,0.0442464515,0,0,0,0,2012-08-05 06:40:02+00,2012-08-05 14:40:02+00,35.68062998,35.71656242,139.75089497,139.79514143,4.000000,235,0.0004700000,35.69859620,139.77301820,2012-08-05 10:40:02+00,26517,2,149;150,1,0,1,1,0,16,,0,adaptive bucket boundary; alpha=1 crosses at least two trees; 1km baseline spatial window
foursquare,cross_tree,8,2,2012-08-05 02:40:02+00,2012-08-05 18:40:02+00,2012-08-05 02:40:02+00,2012-08-05 18:40:02+00,35.66266375,35.73452865,139.72877175,139.81726465,7200.000000,0.0089831117,0.0110616129,57600.000000,0.0718648940,0.0884929030,16.000000,0.0718648940,0.0884929030,0,0,0,0,2012-08-05 02:40:02+00,2012-08-05 18:40:02+00,35.66266375,35.73452865,139.72877175,139.81726465,8.000000,410,0.0008200000,35.69859620,139.77301820,2012-08-05 10:40:02+00,26517,2,149;150,1,0,1,1,0,16,,0,adaptive bucket boundary; alpha=1 crosses at least two trees; 1km baseline spatial window
foursquare,cross_tree,16,2,2012-08-04 18:40:02+00,2012-08-06 02:40:02+00,2012-08-04 18:40:02+00,2012-08-06 02:40:02+00,35.62673131,35.77046109,139.68452530,139.86151110,7200.000000,0.0089831117,0.0110616129,115200.000000,0.1437297880,0.1769858061,32.000000,0.1437297880,0.1769858061,0,0,0,0,2012-08-04 18:40:02+00,2012-08-06 02:40:02+00,35.62673131,35.77046109,139.68452530,139.86151110,16.000000,1311,0.0026220000,35.69859620,139.77301820,2012-08-05 10:40:02+00,26517,2,149;150,3,0,1,0,1,16,,0,adaptive bucket boundary; alpha=1 crosses at least two trees; 1km baseline spatial window
foursquare,cross_tree,1,3,2012-10-13 08:49:58+00,2012-10-13 10:49:58+00,2012-10-13 08:49:58+00,2012-10-13 10:49:58+00,35.69410464,35.70308776,139.76748739,139.77854901,7200.000000,0.0089831117,0.0110616129,7200.000000,0.0089831117,0.0110616129,2.000000,0.0089831117,0.0110616129,0,0,0,0,2012-10-13 08:49:58+00,2012-10-13 10:49:58+00,35.69410464,35.70308776,139.76748739,139.77854901,1.000000,48,0.0000960000,35.69859620,139.77301820,2012-10-13 09:49:58+00,26517,2,171;172,1,0,1,1,0,16,,0,adaptive bucket boundary; alpha=1 crosses at least two trees; 1km baseline spatial window
foursquare,cross_tree,2,3,2012-10-13 07:49:58+00,2012-10-13 11:49:58+00,2012-10-13 07:49:58+00,2012-10-13 11:49:58+00,35.68961309,35.70757931,139.76195659,139.78407981,7200.000000,0.0089831117,0.0110616129,14400.000000,0.0179662235,0.0221232258,4.000000,0.0179662235,0.0221232258,0,0,0,0,2012-10-13 07:49:58+00,2012-10-13 11:49:58+00,35.68961309,35.70757931,139.76195659,139.78407981,2.000000,110,0.0002200000,35.69859620,139.77301820,2012-10-13 09:49:58+00,26517,2,171;172,1,0,1,1,0,16,,0,adaptive bucket boundary; alpha=1 crosses at least two trees; 1km baseline spatial window
foursquare,cross_tree,4,3,2012-10-13 05:49:58+00,2012-10-13 13:49:58+00,2012-10-13 05:49:58+00,2012-10-13 13:49:58+00,35.68062998,35.71656242,139.75089497,139.79514143,7200.000000,0.0089831117,0.0110616129,28800.000000,0.0359324470,0.0442464515,8.000000,0.0359324470,0.0442464515,0,0,0,0,2012-10-13 05:49:58+00,2012-10-13 13:49:58+00,35.68062998,35.71656242,139.75089497,139.79514143,4.000000,332,0.0006640000,35.69859620,139.77301820,2012-10-13 09:49:58+00,26517,2,171;172,1,0,1,1,0,16,,0,adaptive bucket boundary; alpha=1 crosses at least two trees; 1km baseline spatial window
foursquare,cross_tree,8,3,2012-10-13 01:49:58+00,2012-10-13 17:49:58+00,2012-10-13 01:49:58+00,2012-10-13 17:49:58+00,35.66266375,35.73452865,139.72877175,139.81726465,7200.000000,0.0089831117,0.0110616129,57600.000000,0.0718648940,0.0884929030,16.000000,0.0718648940,0.0884929030,0,0,0,0,2012-10-13 01:49:58+00,2012-10-13 17:49:58+00,35.66266375,35.73452865,139.72877175,139.81726465,8.000000,793,0.0015860000,35.69859620,139.77301820,2012-10-13 09:49:58+00,26517,3,170;171;172,1,0,1,1,0,16,,0,adaptive bucket boundary; alpha=1 crosses at least two trees; 1km baseline spatial window
foursquare,cross_tree,16,3,2012-10-12 17:49:58+00,2012-10-14 01:49:58+00,2012-10-12 17:49:58+00,2012-10-14 01:49:58+00,35.62673131,35.77046109,139.68452530,139.86151110,7200.000000,0.0089831117,0.0110616129,115200.000000,0.1437297880,0.1769858061,32.000000,0.1437297880,0.1769858061,0,0,0,0,2012-10-12 17:49:58+00,2012-10-14 01:49:58+00,35.62673131,35.77046109,139.68452530,139.86151110,16.000000,2156,0.0043120000,35.69859620,139.77301820,2012-10-13 09:49:58+00,26517,3,170;171;172,3,0,1,0,1,16,,0,adaptive bucket boundary; alpha=1 crosses at least two trees; 1km baseline spatial window
foursquare,cross_tree,1,4,2012-04-18 02:09:56+00,2012-04-18 04:09:56+00,2012-04-18 02:09:56+00,2012-04-18 04:09:56+00,35.69341079,35.70239391,139.76884154,139.77990306,7200.000000,0.0089831117,0.0110615166,7200.000000,0.0089831117,0.0110615166,2.000000,0.0089831117,0.0110615166,0,0,0,0,2012-04-18 02:09:56+00,2012-04-18 04:09:56+00,35.69341079,35.70239391,139.76884154,139.77990306,1.000000,6,0.0000120000,35.69790235,139.77437230,2012-04-18 03:09:56+00,26517,2,18;19,1,0,1,1,0,16,,0,adaptive bucket boundary; alpha=1 crosses at least two trees; 1km baseline spatial window
foursquare,cross_tree,2,4,2012-04-18 01:09:56+00,2012-04-18 05:09:56+00,2012-04-18 01:09:56+00,2012-04-18 05:09:56+00,35.68891924,35.70688546,139.76331078,139.78543382,7200.000000,0.0089831117,0.0110615166,14400.000000,0.0179662235,0.0221230333,4.000000,0.0179662235,0.0221230333,0,0,0,0,2012-04-18 01:09:56+00,2012-04-18 05:09:56+00,35.68891924,35.70688546,139.76331078,139.78543382,2.000000,14,0.0000280000,35.69790235,139.77437230,2012-04-18 03:09:56+00,26517,2,18;19,1,0,1,1,0,16,,0,adaptive bucket boundary; alpha=1 crosses at least two trees; 1km baseline spatial window
foursquare,cross_tree,4,4,2012-04-17 23:09:56+00,2012-04-18 07:09:56+00,2012-04-17 23:09:56+00,2012-04-18 07:09:56+00,35.67993613,35.71586857,139.75224927,139.79649533,7200.000000,0.0089831117,0.0110615166,28800.000000,0.0359324470,0.0442460665,8.000000,0.0359324470,0.0442460665,0,0,0,0,2012-04-17 23:09:56+00,2012-04-18 07:09:56+00,35.67993613,35.71586857,139.75224927,139.79649533,4.000000,116,0.0002320000,35.69790235,139.77437230,2012-04-18 03:09:56+00,26517,2,18;19,2,0,1,0,1,16,,0,adaptive bucket boundary; alpha=1 crosses at least two trees; 1km baseline spatial window
foursquare,cross_tree,8,4,2012-04-17 19:09:56+00,2012-04-18 11:09:56+00,2012-04-17 19:09:56+00,2012-04-18 11:09:56+00,35.66196990,35.73383480,139.73012623,139.81861837,7200.000000,0.0089831117,0.0110615166,57600.000000,0.0718648940,0.0884921330,16.000000,0.0718648940,0.0884921330,0,0,0,0,2012-04-17 19:09:56+00,2012-04-18 11:09:56+00,35.66196990,35.73383480,139.73012623,139.81861837,8.000000,332,0.0006640000,35.69790235,139.77437230,2012-04-18 03:09:56+00,26517,2,18;19,2,0,1,0,1,16,,0,adaptive bucket boundary; alpha=1 crosses at least two trees; 1km baseline spatial window
foursquare,cross_tree,16,4,2012-04-17 11:09:56+00,2012-04-18 19:09:56+00,2012-04-17 11:09:56+00,2012-04-18 19:09:56+00,35.62603746,35.76976724,139.68588017,139.86286443,7200.000000,0.0089831117,0.0110615166,115200.000000,0.1437297880,0.1769842661,32.000000,0.1437297880,0.1769842661,0,0,0,0,2012-04-17 11:09:56+00,2012-04-18 19:09:56+00,35.62603746,35.76976724,139.68588017,139.86286443,16.000000,1606,0.0032120000,35.69790235,139.77437230,2012-04-18 03:09:56+00,26517,3,17;18;19,2,0,1,0,1,16,,0,adaptive bucket boundary; alpha=1 crosses at least two trees; 1km baseline spatial window
foursquare,cross_tree,1,5,2012-08-10 06:20:05+00,2012-08-10 08:20:05+00,2012-08-10 06:20:05+00,2012-08-10 08:20:05+00,35.69410464,35.70308776,139.76748739,139.77854901,7200.000000,0.0089831117,0.0110616129,7200.000000,0.0089831117,0.0110616129,2.000000,0.0089831117,0.0110616129,0,0,0,0,2012-08-10 06:20:05+00,2012-08-10 08:20:05+00,35.69410464,35.70308776,139.76748739,139.77854901,1.000000,36,0.0000720000,35.69859620,139.77301820,2012-08-10 07:20:05+00,26517,2,152;153,1,0,1,1,0,16,,0,adaptive bucket boundary; alpha=1 crosses at least two trees; 1km baseline spatial window
foursquare,cross_tree,2,5,2012-08-10 05:20:05+00,2012-08-10 09:20:05+00,2012-08-10 05:20:05+00,2012-08-10 09:20:05+00,35.68961309,35.70757931,139.76195659,139.78407981,7200.000000,0.0089831117,0.0110616129,14400.000000,0.0179662235,0.0221232258,4.000000,0.0179662235,0.0221232258,0,0,0,0,2012-08-10 05:20:05+00,2012-08-10 09:20:05+00,35.68961309,35.70757931,139.76195659,139.78407981,2.000000,92,0.0001840000,35.69859620,139.77301820,2012-08-10 07:20:05+00,26517,2,152;153,1,0,1,1,0,16,,0,adaptive bucket boundary; alpha=1 crosses at least two trees; 1km baseline spatial window
foursquare,cross_tree,4,5,2012-08-10 03:20:05+00,2012-08-10 11:20:05+00,2012-08-10 03:20:05+00,2012-08-10 11:20:05+00,35.68062998,35.71656242,139.75089497,139.79514143,7200.000000,0.0089831117,0.0110616129,28800.000000,0.0359324470,0.0442464515,8.000000,0.0359324470,0.0442464515,0,0,0,0,2012-08-10 03:20:05+00,2012-08-10 11:20:05+00,35.68062998,35.71656242,139.75089497,139.79514143,4.000000,360,0.0007200000,35.69859620,139.77301820,2012-08-10 07:20:05+00,26517,2,152;153,1,0,1,1,0,16,,0,adaptive bucket boundary; alpha=1 crosses at least two trees; 1km baseline spatial window
foursquare,cross_tree,8,5,2012-08-09 23:20:05+00,2012-08-10 15:20:05+00,2012-08-09 23:20:05+00,2012-08-10 15:20:05+00,35.66266375,35.73452865,139.72877175,139.81726465,7200.000000,0.0089831117,0.0110616129,57600.000000,0.0718648940,0.0884929030,16.000000,0.0718648940,0.0884929030,0,0,0,0,2012-08-09 23:20:05+00,2012-08-10 15:20:05+00,35.66266375,35.73452865,139.72877175,139.81726465,8.000000,855,0.0017100000,35.69859620,139.77301820,2012-08-10 07:20:05+00,26517,2,152;153,2,0,1,0,1,16,,0,adaptive bucket boundary; alpha=1 crosses at least two trees; 1km baseline spatial window
foursquare,cross_tree,16,5,2012-08-09 15:20:05+00,2012-08-10 23:20:05+00,2012-08-09 15:20:05+00,2012-08-10 23:20:05+00,35.62673131,35.77046109,139.68452530,139.86151110,7200.000000,0.0089831117,0.0110616129,115200.000000,0.1437297880,0.1769858061,32.000000,0.1437297880,0.1769858061,0,0,0,0,2012-08-09 15:20:05+00,2012-08-10 23:20:05+00,35.62673131,35.77046109,139.68452530,139.86151110,16.000000,2322,0.0046440000,35.69859620,139.77301820,2012-08-10 07:20:05+00,26517,3,152;153;154,2,0,1,0,1,16,,0,adaptive bucket boundary; alpha=1 crosses at least two trees; 1km baseline spatial window
foursquare,cross_tree,1,6,2012-11-10 01:09:58+00,2012-11-10 03:09:58+00,2012-11-10 01:09:58+00,2012-11-10 03:09:58+00,35.69383554,35.70281866,139.76609761,139.77715919,7200.000000,0.0089831117,0.0110615756,7200.000000,0.0089831117,0.0110615756,2.000000,0.0089831117,0.0110615756,0,0,0,0,2012-11-10 01:09:58+00,2012-11-10 03:09:58+00,35.69383554,35.70281866,139.76609761,139.77715919,1.000000,23,0.0000460000,35.69832710,139.77162840,2012-11-10 02:09:58+00,26517,2,194;195,1,0,1,1,0,16,,0,adaptive bucket boundary; alpha=1 crosses at least two trees; 1km baseline spatial window
foursquare,cross_tree,2,6,2012-11-10 00:09:58+00,2012-11-10 04:09:58+00,2012-11-10 00:09:58+00,2012-11-10 04:09:58+00,35.68934399,35.70731021,139.76056682,139.78268998,7200.000000,0.0089831117,0.0110615756,14400.000000,0.0179662235,0.0221231511,4.000000,0.0179662235,0.0221231511,0,0,0,0,2012-11-10 00:09:58+00,2012-11-10 04:09:58+00,35.68934399,35.70731021,139.76056682,139.78268998,2.000000,30,0.0000600000,35.69832710,139.77162840,2012-11-10 02:09:58+00,26517,2,194;195,1,0,1,1,0,16,,0,adaptive bucket boundary; alpha=1 crosses at least two trees; 1km baseline spatial window
foursquare,cross_tree,4,6,2012-11-09 22:09:58+00,2012-11-10 06:09:58+00,2012-11-09 22:09:58+00,2012-11-10 06:09:58+00,35.68036088,35.71629332,139.74950525,139.79375155,7200.000000,0.0089831117,0.0110615756,28800.000000,0.0359324470,0.0442463022,8.000000,0.0359324470,0.0442463022,0,0,0,0,2012-11-09 22:09:58+00,2012-11-10 06:09:58+00,35.68036088,35.71629332,139.74950525,139.79375155,4.000000,63,0.0001260000,35.69832710,139.77162840,2012-11-10 02:09:58+00,26517,2,194;195,2,0,1,0,1,16,,0,adaptive bucket boundary; alpha=1 crosses at least two trees; 1km baseline spatial window
foursquare,cross_tree,8,6,2012-11-09 18:09:58+00,2012-11-10 10:09:58+00,2012-11-09 18:09:58+00,2012-11-10 10:09:58+00,35.66239465,35.73425955,139.72738210,139.81587470,7200.000000,0.0089831117,0.0110615756,57600.000000,0.0718648940,0.0884926044,16.000000,0.0718648940,0.0884926044,0,0,0,0,2012-11-09 18:09:58+00,2012-11-10 10:09:58+00,35.66239465,35.73425955,139.72738210,139.81587470,8.000000,115,0.0002300000,35.69832710,139.77162840,2012-11-10 02:09:58+00,26517,2,194;195,2,0,1,0,1,16,,0,adaptive bucket boundary; alpha=1 crosses at least two trees; 1km baseline spatial window
foursquare,cross_tree,16,6,2012-11-09 10:09:58+00,2012-11-10 18:09:58+00,2012-11-09 10:09:58+00,2012-11-10 18:09:58+00,35.62646221,35.77019199,139.68313580,139.86012100,7200.000000,0.0089831117,0.0110615756,115200.000000,0.1437297880,0.1769852088,32.000000,0.1437297880,0.1769852088,0,0,0,0,2012-11-09 10:09:58+00,2012-11-10 18:09:58+00,35.62646221,35.77019199,139.68313580,139.86012100,16.000000,860,0.0017200000,35.69832710,139.77162840,2012-11-10 02:09:58+00,26517,2,194;195,2,0,1,0,1,16,,0,adaptive bucket boundary; alpha=1 crosses at least two trees; 1km baseline spatial window
foursquare,cross_tree,1,7,2012-07-17 09:20:06+00,2012-07-17 11:20:06+00,2012-07-17 09:20:06+00,2012-07-17 11:20:06+00,35.69321692,35.70220004,139.76608156,139.77714304,7200.000000,0.0089831117,0.0110614897,7200.000000,0.0089831117,0.0110614897,2.000000,0.0089831117,0.0110614897,0,0,0,0,2012-07-17 09:20:06+00,2012-07-17 11:20:06+00,35.69321692,35.70220004,139.76608156,139.77714304,1.000000,46,0.0000920000,35.69770848,139.77161230,2012-07-17 10:20:06+00,26517,2,141;142,1,0,1,1,0,16,,0,adaptive bucket boundary; alpha=1 crosses at least two trees; 1km baseline spatial window
foursquare,cross_tree,2,7,2012-07-17 08:20:06+00,2012-07-17 12:20:06+00,2012-07-17 08:20:06+00,2012-07-17 12:20:06+00,35.68872537,35.70669159,139.76055081,139.78267379,7200.000000,0.0089831117,0.0110614897,14400.000000,0.0179662235,0.0221229795,4.000000,0.0179662235,0.0221229795,0,0,0,0,2012-07-17 08:20:06+00,2012-07-17 12:20:06+00,35.68872537,35.70669159,139.76055081,139.78267379,2.000000,97,0.0001940000,35.69770848,139.77161230,2012-07-17 10:20:06+00,26517,2,141;142,1,0,1,1,0,16,,0,adaptive bucket boundary; alpha=1 crosses at least two trees; 1km baseline spatial window
